pokedex_number,name,abilities,generation,classfication,is_legendary,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,defense,experience_growth,hp,sp_attack,sp_defense,speed,type1
356,Dusclops,"['Pressure', 'Frisk']",3,Beckon Pokemon,0,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,70,6400,35,455,90,130,800000,40,60,130,25,ghost
357,Tropius,"['Chlorophyll', 'Solar Power', 'Harvest']",3,Fruit Pokemon,0,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,68,6400,70,460,200,83,1250000,99,72,87,51,grass
358,Chimecho,['Levitate'],3,Wind Chime Pokemon,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,6400,70,455,45,80,800000,75,95,90,65,psychic
359,Absol,"['Pressure', 'Super Luck', 'Justified']",3,Disaster Pokemon,0,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,150,6400,35,565,30,60,1059860,65,115,60,115,dark
360,Wynaut,"['Shadow Tag', 'Telepathy']",3,Bright Pokemon,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,23,5120,70,260,125,48,1000000,95,23,48,23,psychic
361,Snorunt,"['Inner Focus', 'Ice Body', 'Moody']",3,Snow Hat Pokemon,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,300,190,50,1000000,50,50,50,50,ice
362,Glalie,"['Inner Focus', 'Ice Body', 'Moody']",3,Face Pokemon,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,120,5120,70,580,75,80,1000000,80,120,80,100,ice
363,Spheal,"['Thick Fat', 'Ice Body', 'Oblivious']",3,Clap Pokemon,0,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,40,5120,70,290,255,50,1059860,70,55,50,25,ice
364,Sealeo,"['Thick Fat', 'Ice Body', 'Oblivious']",3,Ball Roll Pokemon,0,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,60,5120,70,410,120,70,1059860,90,75,70,45,ice
365,Walrein,"['Thick Fat', 'Ice Body', 'Oblivious']",3,Ice Break Pokemon,0,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,80,5120,70,530,45,90,1059860,110,95,90,65,ice
366,Clamperl,"['Shell Armor', 'Rattled']",3,Bivalve Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,64,5120,70,345,255,85,600000,35,74,55,32,water
367,Huntail,"['Swift Swim', 'Water Veil']",3,Deep Sea Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,104,5120,70,485,60,105,600000,55,94,75,52,water
368,Gorebyss,"['Swift Swim', 'Hydration']",3,South Sea Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,84,5120,70,485,60,105,600000,55,114,75,52,water
369,Relicanth,"['Swift Swim', 'Rock Head', 'Sturdy']",3,Longevity Pokemon,0,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,90,10240,70,485,25,130,1250000,100,45,65,55,water
370,Luvdisc,"['Swift Swim', 'Hydration']",3,Rendezvous Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,30,5120,70,330,225,55,800000,43,40,65,97,water
371,Bagon,"['Rock Head', 'Sheer Force']",3,Rock Head Pokemon,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,75,10240,35,300,45,60,1250000,45,40,30,50,dragon
372,Shelgon,"['Rock Head', 'Overcoat']",3,Endurance Pokemon,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,95,10240,35,420,45,100,1250000,65,60,50,50,dragon
373,Salamence,"['Intimidate', 'Moxie']",3,Dragon Pokemon,0,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,145,10240,35,700,45,130,1250000,95,120,90,120,dragon
374,Beldum,"['Clear Body', 'Light Metal']",3,Iron Ball Pokemon,0,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,55,10240,35,300,3,80,1250000,40,35,60,30,steel
375,Metang,"['Clear Body', 'Light Metal']",3,Iron Claw Pokemon,0,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,75,10240,35,420,3,100,1250000,60,55,80,50,steel
376,Metagross,"['Clear Body', 'Light Metal']",3,Iron Leg Pokemon,0,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,145,10240,35,700,3,150,1250000,80,105,110,110,steel
377,Regirock,"['Clear Body', 'Sturdy']",3,Rock Peak Pokemon,1,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,100,20480,35,580,3,200,1250000,80,50,100,50,rock
378,Regice,"['Clear Body', 'Ice Body']",3,Iceberg Pokemon,1,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,20480,35,580,3,100,1250000,80,100,200,50,ice
379,Registeel,"['Clear Body', 'Light Metal']",3,Iron Pokemon,1,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,75,20480,35,580,3,150,1250000,80,75,150,50,steel
380,Latias,['Levitate'],3,Eon Pokemon,1,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,100,30720,90,700,3,120,1250000,80,140,150,110,dragon
381,Latios,['Levitate'],3,Eon Pokemon,1,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,130,30720,90,700,3,100,1250000,80,160,120,110,dragon
382,Kyogre,['Drizzle'],3,Sea Basin Pokemon,1,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,150,30720,0,770,3,90,1250000,100,180,160,90,water
383,Groudon,['Drought'],3,Continent Pokemon,1,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,180,30720,0,770,3,160,1250000,100,150,90,90,ground
384,Rayquaza,['Air Lock'],3,Sky High Pokemon,1,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,180,30720,0,780,45,100,1250000,105,180,100,115,dragon
385,Jirachi,['Serene Grace'],3,Wish Pokemon,1,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,100,30720,100,600,3,100,1250000,100,100,100,100,steel
386,Deoxys,['Pressure'],3,DNA Pokemon,1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,95,30720,0,600,3,90,1250000,50,95,90,180,psychic
387,Turtwig,"['Overgrow', 'Shell Armor']",4,Tiny Leaf Pokemon,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,68,5120,70,318,45,64,1059860,55,45,55,31,grass
388,Grotle,"['Overgrow', 'Shell Armor']",4,Grove Pokemon,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,89,5120,70,405,45,85,1059860,75,55,65,36,grass
389,Torterra,"['Overgrow', 'Shell Armor']",4,Continent Pokemon,0,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,109,5120,70,525,45,105,1059860,95,75,85,56,grass
390,Chimchar,"['Blaze', 'Iron Fist']",4,Chimp Pokemon,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,58,5120,70,309,45,44,1059860,44,58,44,61,fire
391,Monferno,"['Blaze', 'Iron Fist']",4,Playful Pokemon,0,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,78,5120,70,405,45,52,1059860,64,78,52,81,fire
392,Infernape,"['Blaze', 'Iron Fist']",4,Flame Pokemon,0,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,104,5120,70,534,45,71,1059860,76,104,71,108,fire
393,Piplup,"['Torrent', 'Defiant']",4,Penguin Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,51,5120,70,314,45,53,1059860,53,61,56,40,water
394,Prinplup,"['Torrent', 'Defiant']",4,Penguin Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,66,5120,70,405,45,68,1059860,64,81,76,50,water
395,Empoleon,"['Torrent', 'Defiant']",4,Emperor Pokemon,0,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,86,5120,70,530,45,88,1059860,84,111,101,60,water
396,Starly,"['Keen Eye', 'Reckless']",4,Starling Pokemon,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,245,255,30,1059860,40,30,30,60,normal
397,Staravia,"['Intimidate', 'Reckless']",4,Starling Pokemon,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,75,3840,70,340,120,50,1059860,55,40,40,80,normal
398,Staraptor,"['Intimidate', 'Reckless']",4,Predator Pokemon,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,3840,70,485,45,70,1059860,85,50,60,100,normal
399,Bidoof,"['Simple', 'Unaware', 'Moody']",4,Plump Mouse Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,3840,70,250,255,40,1000000,59,35,40,31,normal
400,Bibarel,"['Simple', 'Unaware', 'Moody']",4,Beaver Pokemon,0,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,85,3840,70,410,127,60,1000000,79,55,60,71,normal
401,Kricketot,"['Shed Skin', 'Run Away']",4,Cricket Pokemon,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,25,3840,70,194,255,41,1059860,37,25,41,25,bug
402,Kricketune,"['Swarm', 'Technician']",4,Cricket Pokemon,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,85,3840,70,384,45,51,1059860,77,55,51,65,bug
403,Shinx,"['Rivalry', 'Intimidate', 'Guts']",4,Flash Pokemon,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,65,5120,70,263,235,34,1059860,45,40,34,45,electric
404,Luxio,"['Rivalry', 'Intimidate', 'Guts']",4,Spark Pokemon,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,5120,100,363,120,49,1059860,60,60,49,60,electric
405,Luxray,"['Rivalry', 'Intimidate', 'Guts']",4,Gleam Eyes Pokemon,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,120,5120,70,523,45,79,1059860,80,95,79,70,electric
406,Budew,"['Natural Cure', 'Poison Point', 'Leaf Guard']",4,Bud Pokemon,0,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,30,5120,70,280,255,35,1059860,40,50,70,55,grass
407,Roserade,"['Natural Cure', 'Poison Point', 'Technician']",4,Bouquet Pokemon,0,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,70,5120,70,515,75,65,1059860,60,125,105,90,grass
408,Cranidos,"['Mold Breaker', 'Sheer Force']",4,Head Butt Pokemon,0,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,125,7680,70,350,45,40,600000,67,30,30,58,rock
409,Rampardos,"['Mold Breaker', 'Sheer Force']",4,Head Butt Pokemon,0,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,165,7680,70,495,45,60,600000,97,65,50,58,rock
410,Shieldon,"['Sturdy', 'Soundproof']",4,Shield Pokemon,0,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,42,7680,70,350,45,118,600000,30,42,88,30,rock
411,Bastiodon,"['Sturdy', 'Soundproof']",4,Shield Pokemon,0,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,52,7680,70,495,45,168,600000,60,47,138,30,rock
412,Burmy,"['Shed Skin', 'Overcoat']",4,Bagworm Pokemon,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,29,3840,70,224,120,45,1000000,40,29,45,36,bug
413,Wormadam,"['Anticipation', 'Overcoat']",4,Bagworm Pokemon,0,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,69,3840,70,424,45,95,1000000,60,69,95,36,bug
414,Mothim,"['Swarm', 'Tinted Lens']",4,Moth Pokemon,0,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,94,3840,70,424,45,50,1000000,70,94,50,66,bug
415,Combee,"['Honey Gather', 'Hustle']",4,Tiny Bee Pokemon,0,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,30,3840,70,244,120,42,1059860,30,30,42,70,bug
416,Vespiquen,"['Pressure', 'Unnerve']",4,Beehive Pokemon,0,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,80,3840,70,474,45,102,1059860,70,80,102,40,bug
417,Pachirisu,"['Run Away', 'Pickup', 'Volt Absorb']",4,EleSquirrel Pokemon,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,2560,100,405,200,70,1000000,60,45,90,95,electric
418,Buizel,"['Swift Swim', 'Water Veil']",4,Sea Weasel Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,330,190,35,1000000,55,60,30,85,water
419,Floatzel,"['Swift Swim', 'Water Veil']",4,Sea Weasel Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,495,75,55,1000000,85,85,50,115,water
420,Cherubi,['Chlorophyll'],4,Cherry Pokemon,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,5120,70,275,190,45,1000000,45,62,53,35,grass
421,Cherrim,['Flower Gift'],4,Blossom Pokemon,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,450,75,70,1000000,70,87,78,85,grass
422,Shellos,"['Sticky Hold', 'Storm Drain', 'Sand Force']",4,Sea Slug Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,48,5120,70,325,190,48,1000000,76,57,62,34,water
423,Gastrodon,"['Sticky Hold', 'Storm Drain', 'Sand Force']",4,Sea Slug Pokemon,0,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,83,5120,70,475,75,68,1000000,111,92,82,39,water
424,Ambipom,"['Technician', 'Pickup', 'Skill Link']",4,Long Tail Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,100,5120,100,482,45,66,800000,75,60,66,115,normal
425,Drifloon,"['Aftermath', 'Unburden', 'Flare Boost']",4,Balloon Pokemon,0,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,50,7680,70,348,125,34,1640000,90,60,44,70,ghost
426,Drifblim,"['Aftermath', 'Unburden', 'Flare Boost']",4,Blimp Pokemon,0,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,80,7680,70,498,60,44,1640000,150,90,54,80,ghost
427,Buneary,"['Run Away', 'Klutz', 'Limber']",4,Rabbit Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,66,5120,0,350,190,44,1000000,55,44,56,85,normal
428,Lopunny,"['Cute Charm', 'Klutz', 'Limber']",4,Rabbit Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,136,5120,140,580,60,94,1000000,65,54,96,135,normal
429,Mismagius,['Levitate'],4,Magical Pokemon,0,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,6400,35,495,45,60,800000,60,105,105,105,ghost
430,Honchkrow,"['Insomnia', 'Super Luck', 'Moxie']",4,Big Boss Pokemon,0,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,125,5120,35,505,30,52,1059860,100,105,52,71,dark
431,Glameow,"['Limber', 'Own Tempo', 'Keen Eye']",4,Catty Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,5120,70,310,190,42,800000,49,42,37,85,normal
432,Purugly,"['Thick Fat', 'Own Tempo', 'Defiant']",4,Tiger Cat Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,82,5120,70,452,75,64,800000,71,64,59,112,normal
433,Chingling,['Levitate'],4,Bell Pokemon,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,6400,70,285,120,50,800000,45,65,50,45,psychic
434,Stunky,"['Stench', 'Aftermath', 'Keen Eye']",4,Skunk Pokemon,0,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,63,5120,70,329,225,47,1000000,63,41,41,74,poison
435,Skuntank,"['Stench', 'Aftermath', 'Keen Eye']",4,Skunk Pokemon,0,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,93,5120,70,479,60,67,1000000,103,71,61,84,poison
436,Bronzor,"['Levitate', 'Heatproof', 'Heavy Metal']",4,Bronze Pokemon,0,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,24,5120,70,300,255,86,1000000,57,24,86,23,steel
437,Bronzong,"['Levitate', 'Heatproof', 'Heavy Metal']",4,Bronze Bell Pokemon,0,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,89,5120,70,500,90,116,1000000,67,79,116,33,steel
438,Bonsly,"['Sturdy', 'Rock Head', 'Rattled']",4,Bonsai Pokemon,0,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,80,5120,70,290,255,95,1000000,50,10,45,10,rock
439,Mime Jr.,"['Soundproof', 'Filter', 'Technician']",4,Mime Pokemon,0,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,25,6400,70,310,145,45,1000000,20,70,90,60,psychic
440,Happiny,"['Natural Cure', 'Serene Grace', 'Friend Guard']",4,Playhouse Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5,10240,140,220,130,5,800000,100,15,65,30,normal
441,Chatot,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",4,Music Note Pokemon,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,65,5120,35,411,30,45,1059860,76,92,42,91,normal
442,Spiritomb,"['Pressure', 'Infiltrator']",4,Forbidden Pokemon,0,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,92,7680,70,485,100,108,1000000,50,92,108,35,ghost
443,Gible,"['Sand Veil', 'Rough Skin']",4,Land Shark Pokemon,0,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,10240,70,300,45,45,1250000,58,40,45,42,dragon
444,Gabite,"['Sand Veil', 'Rough Skin']",4,Cave Pokemon,0,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,90,10240,70,410,45,65,1250000,68,50,55,82,dragon
445,Garchomp,"['Sand Veil', 'Rough Skin']",4,Mach Pokemon,0,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,170,10240,70,700,45,115,1250000,108,120,95,92,dragon
446,Munchlax,"['Pickup', 'Thick Fat', 'Gluttony']",4,Big Eater Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,10240,70,390,50,40,1250000,135,40,85,5,normal
447,Riolu,"['Steadfast', 'Inner Focus', 'Prankster']",4,Emanation Pokemon,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,70,6400,70,285,75,40,1059860,40,35,40,60,fighting
448,Lucario,"['Steadfast', 'Inner Focus', 'Justified']",4,Aura Pokemon,0,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,145,6400,70,625,45,88,1059860,70,140,70,112,fighting
449,Hippopotas,"['Sand Stream', 'Sand Force']",4,Hippo Pokemon,0,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,72,7680,70,330,140,78,1250000,68,38,42,32,ground
450,Hippowdon,"['Sand Stream', 'Sand Force']",4,Heavyweight Pokemon,0,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,112,7680,70,525,60,118,1250000,108,68,72,47,ground
451,Skorupi,"['Battle Armor', 'Sniper', 'Keen Eye']",4,Scorpion Pokemon,0,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,5120,70,330,120,90,1250000,40,30,55,65,poison
452,Drapion,"['Battle Armor', 'Sniper', 'Keen Eye']",4,Ogre Scorp Pokemon,0,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,90,5120,70,500,45,110,1250000,70,60,75,95,poison
453,Croagunk,"['Anticipation', 'Dry Skin', 'Poison Touch']",4,Toxic Mouth Pokemon,0,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,61,2560,100,300,140,40,1000000,48,61,40,50,poison
454,Toxicroak,"['Anticipation', 'Dry Skin', 'Poison Touch']",4,Toxic Mouth Pokemon,0,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,106,5120,70,490,75,65,1000000,83,86,65,85,poison
455,Carnivine,['Levitate'],4,Bug Catcher Pokemon,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,6400,70,454,200,72,1250000,74,90,72,46,grass
456,Finneon,"['Swift Swim', 'Storm Drain', 'Water Veil']",4,Wing Fish Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,49,5120,70,330,190,56,600000,49,49,61,66,water
457,Lumineon,"['Swift Swim', 'Storm Drain', 'Water Veil']",4,Neon Pokemon,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,69,5120,70,460,75,76,600000,69,69,86,91,water
458,Mantyke,"['Swift Swim', 'Water Absorb', 'Water Veil']",4,Kite Pokemon,0,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,20,6400,70,345,25,50,1250000,45,60,120,50,water
459,Snover,"['Snow Warning', 'Soundproof']",4,Frosted Tree Pokemon,0,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,62,5120,70,334,120,50,1250000,60,62,60,40,grass
460,Abomasnow,"['Snow Warning', 'Soundproof']",4,Frosted Tree Pokemon,0,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,132,5120,70,594,60,105,1250000,90,132,105,30,grass
461,Weavile,"['Pressure', 'Pickpocket']",4,Sharp Claw Pokemon,0,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,120,5120,35,510,45,65,1059860,70,45,85,125,dark
462,Magnezone,"['Magnet Pull', 'Sturdy', 'Analytic']",4,Magnet Area Pokemon,0,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,70,5120,70,535,30,115,1000000,70,130,90,60,electric
463,Lickilicky,"['Own Tempo', 'Oblivious', 'Cloud Nine']",4,Licking Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,515,30,95,1000000,110,80,95,50,normal
464,Rhyperior,"['Lightningrod', 'Solid Rock', 'Reckless']",4,Drill Pokemon,0,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,140,5120,70,535,30,130,1250000,115,55,55,40,ground
465,Tangrowth,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",4,Vine Pokemon,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,535,30,125,1000000,100,110,50,50,grass
466,Electivire,"['Motor Drive', 'Vital Spirit']",4,Thunderbolt Pokemon,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,123,6400,70,540,30,67,1000000,75,95,85,95,electric
467,Magmortar,"['Flame Body', 'Vital Spirit']",4,Blast Pokemon,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,95,6400,70,540,30,67,1000000,75,125,95,83,fire
468,Togekiss,"['Hustle', 'Serene Grace', 'Super Luck']",4,Jubilee Pokemon,0,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,50,2560,70,545,30,95,800000,85,120,115,80,fairy
469,Yanmega,"['Speed Boost', 'Tinted Lens', 'Frisk']",4,Ogre Darner Pokemon,0,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,76,5120,70,515,30,86,1000000,86,116,56,95,bug
470,Leafeon,"['Leaf Guard', 'Chlorophyll']",4,Verdant Pokemon,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,110,8960,35,525,45,130,1000000,65,60,65,95,grass
471,Glaceon,"['Snow Cloak', 'Ice Body']",4,Fresh Snow Pokemon,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,60,8960,35,525,45,110,1000000,65,130,95,65,ice
472,Gliscor,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",4,Fang Scorp Pokemon,0,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,95,5120,70,510,30,125,1059860,75,45,75,95,ground
473,Mamoswine,"['Oblivious', 'Snow Cloak', 'Thick Fat']",4,Twin Tusk Pokemon,0,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,130,5120,70,530,50,80,1250000,110,70,60,80,ice
474,Porygon-Z,"['Adaptability', 'Download', 'Analytic']",4,Virtual Pokemon,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,535,30,70,1000000,85,135,75,90,normal
475,Gallade,"['Steadfast', 'Justified']",4,Blade Pokemon,0,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,165,5120,35,618,45,95,1250000,68,65,115,110,psychic
476,Probopass,"['Sturdy', 'Magnet Pull', 'Sand Force']",4,Compass Pokemon,0,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,55,5120,70,525,60,145,1000000,60,75,150,40,rock
